,Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
3205,3206,Henry VI Part 1,8.0,,KING HENRY IV,ACT I
3206,3207,Henry VI Part 1,8.0,,KING HENRY IV,SCENE I. Westminster Abbey.
3207,3208,Henry VI Part 1,8.0,,KING HENRY IV,"Dead March. Enter the Funeral of KING HENRY the  Fifth, attended on by Dukes of BEDFORD, Regent of  France, GLOUCESTER, Protector, and EXETER, Earl of WARWICK, the BISHOP OF WINCHESTER, Heralds,  and c"
3208,3209,Henry VI Part 1,1.0,1.1.1,BEDFORD,"Hung be the heavens with black, yield day to night!"
3209,3210,Henry VI Part 1,1.0,1.1.2,BEDFORD,"Comets, importing change of times and states,"
3210,3211,Henry VI Part 1,1.0,1.1.3,BEDFORD,"Brandish your crystal tresses in the sky,"
3211,3212,Henry VI Part 1,1.0,1.1.4,BEDFORD,And with them scourge the bad revolting stars
3212,3213,Henry VI Part 1,1.0,1.1.5,BEDFORD,That have consented unto Henry's death!
3213,3214,Henry VI Part 1,1.0,1.1.6,BEDFORD,"King Henry the Fifth, too famous to live long!"
3214,3215,Henry VI Part 1,1.0,1.1.7,BEDFORD,England ne'er lost a king of so much worth.
3215,3216,Henry VI Part 1,2.0,1.1.8,GLOUCESTER,England ne'er had a king until his time.
3216,3217,Henry VI Part 1,2.0,1.1.9,GLOUCESTER,"Virtue he had, deserving to command:"
3217,3218,Henry VI Part 1,2.0,1.1.10,GLOUCESTER,His brandish'd sword did blind men with his beams:
3218,3219,Henry VI Part 1,2.0,1.1.11,GLOUCESTER,"His arms spread wider than a dragon's wings,"
3219,3220,Henry VI Part 1,2.0,1.1.12,GLOUCESTER,"His sparking eyes, replete with wrathful fire,"
3220,3221,Henry VI Part 1,2.0,1.1.13,GLOUCESTER,More dazzled and drove back his enemies
3221,3222,Henry VI Part 1,2.0,1.1.14,GLOUCESTER,Than mid-day sun fierce bent against their faces.
3222,3223,Henry VI Part 1,2.0,1.1.15,GLOUCESTER,What should I say? his deeds exceed all speech:
3223,3224,Henry VI Part 1,2.0,1.1.16,GLOUCESTER,He ne'er lift up his hand but conquered.
3224,3225,Henry VI Part 1,3.0,1.1.17,EXETER,We mourn in black: why mourn we not in blood?
3225,3226,Henry VI Part 1,3.0,1.1.18,EXETER,Henry is dead and never shall revive:
3226,3227,Henry VI Part 1,3.0,1.1.19,EXETER,"Upon a wooden coffin we attend,"
3227,3228,Henry VI Part 1,3.0,1.1.20,EXETER,And death's dishonourable victory
3228,3229,Henry VI Part 1,3.0,1.1.21,EXETER,"We with our stately presence glorify,"
3229,3230,Henry VI Part 1,3.0,1.1.22,EXETER,Like captives bound to a triumphant car.
3230,3231,Henry VI Part 1,3.0,1.1.23,EXETER,What! shall we curse the planets of mishap
3231,3232,Henry VI Part 1,3.0,1.1.24,EXETER,That plotted thus our glory's overthrow?
3232,3233,Henry VI Part 1,3.0,1.1.25,EXETER,Or shall we think the subtle-witted French
3233,3234,Henry VI Part 1,3.0,1.1.26,EXETER,"Conjurers and sorcerers, that afraid of him"
3234,3235,Henry VI Part 1,3.0,1.1.27,EXETER,By magic verses have contrived his end?
3235,3236,Henry VI Part 1,3.0,1.1.28,EXETER,BISHOP
3236,3237,Henry VI Part 1,4.0,1.1.29,OF WINCHESTER,He was a king bless'd of the King of kings.
3237,3238,Henry VI Part 1,4.0,1.1.30,OF WINCHESTER,Unto the French the dreadful judgement-day
3238,3239,Henry VI Part 1,4.0,1.1.31,OF WINCHESTER,So dreadful will not be as was his sight.
3239,3240,Henry VI Part 1,4.0,1.1.32,OF WINCHESTER,The battles of the Lord of hosts he fought:
3240,3241,Henry VI Part 1,4.0,1.1.33,OF WINCHESTER,The church's prayers made him so prosperous.
3241,3242,Henry VI Part 1,5.0,1.1.34,GLOUCESTER,"The church! where is it? Had not churchmen pray'd,"
3242,3243,Henry VI Part 1,5.0,1.1.35,GLOUCESTER,His thread of life had not so soon decay'd:
3243,3244,Henry VI Part 1,5.0,1.1.36,GLOUCESTER,"None do you like but an effeminate prince,"
3244,3245,Henry VI Part 1,5.0,1.1.37,GLOUCESTER,"Whom, like a school-boy, you may over-awe."
3245,3246,Henry VI Part 1,5.0,1.1.38,GLOUCESTER,BISHOP
3246,3247,Henry VI Part 1,6.0,1.1.39,OF WINCHESTER,"Gloucester, whate'er we like, thou art protector"
3247,3248,Henry VI Part 1,6.0,1.1.40,OF WINCHESTER,And lookest to command the prince and realm.
3248,3249,Henry VI Part 1,6.0,1.1.41,OF WINCHESTER,"Thy wife is proud, she holdeth thee in awe,"
3249,3250,Henry VI Part 1,6.0,1.1.42,OF WINCHESTER,More than God or religious churchmen may.
3250,3251,Henry VI Part 1,7.0,1.1.43,GLOUCESTER,"Name not religion, for thou lovest the flesh,"
3251,3252,Henry VI Part 1,7.0,1.1.44,GLOUCESTER,And ne'er throughout the year to church thou go'st
3252,3253,Henry VI Part 1,7.0,1.1.45,GLOUCESTER,Except it be to pray against thy foes.
3253,3254,Henry VI Part 1,8.0,1.1.46,BEDFORD,"Cease, cease these jars and rest your minds in peace:"
3254,3255,Henry VI Part 1,8.0,1.1.47,BEDFORD,"Let's to the altar: heralds, wait on us:"
3255,3256,Henry VI Part 1,8.0,1.1.48,BEDFORD,"Instead of gold, we'll offer up our arms:"
3256,3257,Henry VI Part 1,8.0,1.1.49,BEDFORD,Since arms avail not now that Henry's dead.
3257,3258,Henry VI Part 1,8.0,1.1.50,BEDFORD,"Posterity, await for wretched years,"
3258,3259,Henry VI Part 1,8.0,1.1.51,BEDFORD,"When at their mothers' moist eyes babes shall suck,"
3259,3260,Henry VI Part 1,8.0,1.1.52,BEDFORD,"Our isle be made a nourish of salt tears,"
3260,3261,Henry VI Part 1,8.0,1.1.53,BEDFORD,And none but women left to wail the dead.
3261,3262,Henry VI Part 1,8.0,1.1.54,BEDFORD,"Henry the Fifth, thy ghost I invocate:"
3262,3263,Henry VI Part 1,8.0,1.1.55,BEDFORD,"Prosper this realm, keep it from civil broils,"
3263,3264,Henry VI Part 1,8.0,1.1.56,BEDFORD,Combat with adverse planets in the heavens!
3264,3265,Henry VI Part 1,8.0,1.1.57,BEDFORD,A far more glorious star thy soul will make
3265,3266,Henry VI Part 1,8.0,1.1.58,BEDFORD,Than Julius Caesar or bright--
3266,3267,Henry VI Part 1,8.0,,BEDFORD,Enter a Messenger
3267,3268,Henry VI Part 1,9.0,1.1.59,Messenger,"My honourable lords, health to you all!"
3268,3269,Henry VI Part 1,9.0,1.1.60,Messenger,"Sad tidings bring I to you out of France,"
3269,3270,Henry VI Part 1,9.0,1.1.61,Messenger,"Of loss, of slaughter and discomfiture:"
3270,3271,Henry VI Part 1,9.0,1.1.62,Messenger,"Guienne, Champagne, Rheims, Orleans,"
3271,3272,Henry VI Part 1,9.0,1.1.63,Messenger,"Paris, Guysors, Poictiers, are all quite lost."
3272,3273,Henry VI Part 1,10.0,1.1.64,BEDFORD,"What say'st thou, man, before dead Henry's corse?"
3273,3274,Henry VI Part 1,10.0,1.1.65,BEDFORD,"Speak softly, or the loss of those great towns"
3274,3275,Henry VI Part 1,10.0,1.1.66,BEDFORD,Will make him burst his lead and rise from death.
3275,3276,Henry VI Part 1,11.0,1.1.67,GLOUCESTER,Is Paris lost? is Rouen yielded up?
3276,3277,Henry VI Part 1,11.0,1.1.68,GLOUCESTER,"If Henry were recall'd to life again,"
3277,3278,Henry VI Part 1,11.0,1.1.69,GLOUCESTER,These news would cause him once more yield the ghost.
3278,3279,Henry VI Part 1,12.0,1.1.70,EXETER,How were they lost? what treachery was used?
3279,3280,Henry VI Part 1,13.0,1.1.71,Messenger,"No treachery, but want of men and money."
3280,3281,Henry VI Part 1,13.0,1.1.72,Messenger,"Amongst the soldiers this is muttered,"
3281,3282,Henry VI Part 1,13.0,1.1.73,Messenger,"That here you maintain several factions,"
3282,3283,Henry VI Part 1,13.0,1.1.74,Messenger,"And whilst a field should be dispatch'd and fought,"
3283,3284,Henry VI Part 1,13.0,1.1.75,Messenger,You are disputing of your generals:
3284,3285,Henry VI Part 1,13.0,1.1.76,Messenger,"One would have lingering wars with little cost,"
3285,3286,Henry VI Part 1,13.0,1.1.77,Messenger,"Another would fly swift, but wanteth wings,"
3286,3287,Henry VI Part 1,13.0,1.1.78,Messenger,"A third thinks, without expense at all,"
3287,3288,Henry VI Part 1,13.0,1.1.79,Messenger,By guileful fair words peace may be obtain'd.
3288,3289,Henry VI Part 1,13.0,1.1.80,Messenger,"Awake, awake, English nobility!"
3289,3290,Henry VI Part 1,13.0,1.1.81,Messenger,Let not sloth dim your horrors new-begot:
3290,3291,Henry VI Part 1,13.0,1.1.82,Messenger,"Cropp'd are the flower-de-luces in your arms,"
3291,3292,Henry VI Part 1,13.0,1.1.83,Messenger,Of England's coat one half is cut away.
3292,3293,Henry VI Part 1,14.0,1.1.84,EXETER,"Were our tears wanting to this funeral,"
3293,3294,Henry VI Part 1,14.0,1.1.85,EXETER,These tidings would call forth their flowing tides.
3294,3295,Henry VI Part 1,15.0,1.1.86,BEDFORD,"Me they concern, Regent I am of France."
3295,3296,Henry VI Part 1,15.0,1.1.87,BEDFORD,Give me my steeled coat. I'll fight for France.
3296,3297,Henry VI Part 1,15.0,1.1.88,BEDFORD,Away with these disgraceful wailing robes!
3297,3298,Henry VI Part 1,15.0,1.1.89,BEDFORD,"Wounds will I lend the French instead of eyes,"
3298,3299,Henry VI Part 1,15.0,1.1.90,BEDFORD,To weep their intermissive miseries.
3299,3300,Henry VI Part 1,15.0,,BEDFORD,Enter to them another Messenger
3300,3301,Henry VI Part 1,16.0,1.1.91,Messenger,"Lords, view these letters full of bad mischance."
3301,3302,Henry VI Part 1,16.0,1.1.92,Messenger,"France is revolted from the English quite,"
3302,3303,Henry VI Part 1,16.0,1.1.93,Messenger,Except some petty towns of no import:
3303,3304,Henry VI Part 1,16.0,1.1.94,Messenger,"The Dauphin Charles is crowned king of Rheims,"
3304,3305,Henry VI Part 1,16.0,1.1.95,Messenger,"The Bastard of Orleans with him is join'd,"
3305,3306,Henry VI Part 1,16.0,1.1.96,Messenger,"Reignier, Duke of Anjou, doth take his part,"
3306,3307,Henry VI Part 1,16.0,1.1.97,Messenger,The Duke of Alencon flieth to his side.
3307,3308,Henry VI Part 1,17.0,1.1.98,EXETER,The Dauphin crowned king! all fly to him!
3308,3309,Henry VI Part 1,17.0,1.1.99,EXETER,"O, whither shall we fly from this reproach?"
3309,3310,Henry VI Part 1,18.0,1.1.100,GLOUCESTER,"We will not fly, but to our enemies' throats."
